Data de fim:;2025-03-28 23:59
Data de início:;2025-03-28 11:25

Número total de resultados da pesquisa:;8494

Operação;Entidade;Área central;Estado;Diagnóstico;Criticidade;Utilizador;Data pedido;Duração
Informação de cliente;1701795694;;Pronto;;;ROBOTTECH;2025-03-28 11:27:06;00:00
Consulta Produtos e Serviços;1701795694;;Pronto;;;ROBOTTECH;2025-03-28 11:27:06;00:00
Informação de cliente;1703649417;;Pronto;;;netq;2025-03-28 11:27:06;00:00
Erros óticos;1703649417;01TE01;Falha de sistema externo;;;FSync2;2025-03-28 11:27:06;00:01
Informação de cliente;1703789002;;Pronto;;;netq;2025-03-28 11:27:06;00:00
Informação de cliente;1703789002;;Pronto;;;netq;2025-03-28 11:27:06;00:00
Informação de cliente;1703789002;;Pronto;;;netq;2025-03-28 11:27:06;00:00
Erros óticos;1703789002;75CL01;Pronto;;;873373;2025-03-28 11:27:06;00:15
Estado do ONT;1703789002;75CL01;Pronto;;Críticos;873373;2025-03-28 11:27:06;00:44
Potência Tx/Rx;1703789002;75CL01;Pronto;;;873373;2025-03-28 11:27:06;00:31
Informação de cliente;1701805081;;Pronto;;;netq;2025-03-28 11:27:06;00:00
Consulta Produtos e Serviços;1700673578;;Pronto;;;XMANG53;2025-03-28 11:27:06;00:00
Consulta Produtos e Serviços;1703252310;;Pronto;;;869384;2025-03-28 11:27:06;00:00
Diagnóstico HGW;506463910;;Pronto;;;869384;2025-03-28 11:27:06;00:01
Consulta Produtos e Serviços;506463910;;Pronto;;;869384;2025-03-28 11:27:06;00:00
Consulta de informação no SR Cliente;506463910;;Pronto;;;869384;2025-03-28 11:27:06;00:14
Consulta de informação no Radius Rede;506463910;;Pronto;;;869384;2025-03-28 11:27:06;00:00
Consulta de eventos de RR;506463910;;Pronto;;;869384;2025-03-28 11:27:06;00:00
Informação de cliente;1701805081;;Pronto;;;ROBOTTECH;2025-03-28 11:27:06;00:00
Estado do ONT;1701805081;01CL01;Pronto;;Críticos;ROBOTTECH;2025-03-28 11:27:06;00:03
Diagnóstico STB;506463910;;Pronto;;Avisos;869384;2025-03-28 11:27:06;00:02
Diagnóstico LAN;1704892477;;Pronto;;Informativos;NSM;2025-03-28 11:27:06;00:43
Informação de cliente;1704892477;;Pronto;;;NSM;2025-03-28 11:27:06;00:02
Estado IP Framed-Route;506463910;;Pronto;;;869384;2025-03-28 11:27:06;00:02
Diagnóstico Smart Wi-Fi;506463910;;Falha de sistema externo;;;869384;2025-03-28 11:27:06;00:00
Consulta Devices;506463910;;Pronto;;;869384;2025-03-28 11:27:06;00:00
DMZ Host;506463910;;Pronto;;;869384;2025-03-28 11:27:06;00:02
Consulta de Controlo Parental;506463910;;Pronto;;;869384;2025-03-28 11:27:06;00:04
Diagnóstico global STB;506463910;;Pronto;;Avisos;869384;2025-03-28 11:27:06;00:02
Regime de Propriedade;506463910;;Pronto;;;869384;2025-03-28 11:27:05;00:00
Informação de cliente;1701795694;;Pronto;;;netq;2025-03-28 11:27:05;00:00
Estado do ONT;1700673578;01RB01;Pronto;;Críticos;XMANG53;2025-03-28 11:27:05;00:27
Diagnóstico ALL;1700673578;;Pronto;;Críticos;XMANG53;2025-03-28 11:27:05;00:27
Consulta Produtos e Serviços;1701777941;;Pronto;;;ROBOTTECH;2025-03-28 11:27:05;00:00
Informação de cliente;1701777941;;Pronto;;;ROBOTTECH;2025-03-28 11:27:05;00:00
Consulta Produtos e Serviços;506463910;;Pronto;;;869384;2025-03-28 11:27:05;00:00
Obter dados de conta;506463910;;Pronto;;;869384;2025-03-28 11:27:05;00:00
Obter Fast Zapping;506463910;;Pronto;;;869384;2025-03-28 11:27:05;00:01
Estado do ONT;1701795694;32VZ06;Pronto;;Informativos;ROBOTTECH;2025-03-28 11:27:05;00:06
Informação de cliente;1701795694;;Pronto;;;ROBOTTECH;2025-03-28 11:27:05;00:00
Consulta Produtos e Serviços;1702135198;;Pronto;;;FSync2;2025-03-28 11:27:05;00:00
Informação de cliente;1702135198;;Pronto;;;netq;2025-03-28 11:27:04;00:00
Estado do ONT;1702135198;32PT01;Pronto;;Críticos;FSync2;2025-03-28 11:27:04;00:11
Dados Subscrições;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Consulta PIN Visualização de canais e conteúdos;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Consulta Devices;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Consulta de quotas;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Dados MediaHub;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Consulta PIN adultos;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Dados MediaRoom;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Consulta PIN Compras e alugueres;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Informação de cliente;1701777941;;Pronto;;;netq;2025-03-28 11:27:04;00:00
Consulta Produtos e Serviços;1704290183;;Pronto;;;FSync3;2025-03-28 11:27:04;00:00
Informação física e lógica;1704290183;;Pronto;;;FSync3;2025-03-28 11:27:04;00:01
Topologia da rede de acesso (fibra);1704290183;;Pronto;;;FSync3;2025-03-28 11:27:04;00:00
Consulta Produtos e Serviços;1703252310;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Alarmes Ativos;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Alarmes Arquivados 24h;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Diagnóstico HGW;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:01
Informação de cadastro;1704290183;;Pronto;;;FSync3;2025-03-28 11:27:04;00:01
Consulta Produtos e Serviços;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Regime de Propriedade;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Erros óticos;506463910;43SR01;Pronto;;;869384;2025-03-28 11:27:04;00:19
Consulta MPLS;506463910;;Pronto;;Informativos;869384;2025-03-28 11:27:04;00:15
Consulta de eventos MPLS;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:02
Consulta RADIUS;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:01
Consulta HSS;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:01
Consulta ENUM/DNS;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Gestão de contas TV;506463910;;Pronto;;Avisos;869384;2025-03-28 11:27:04;00:01
Alarmes ONT últimas 24h;506463910;;Pronto;;Avisos;869384;2025-03-28 11:27:04;00:00
Potência Tx/Rx;506463910;43SR01;Pronto;;;869384;2025-03-28 11:27:04;00:12
Consulta SIP-AS;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:01
Estatísticas ETH_LAN;506463910;43SR01;Pronto;;;869384;2025-03-28 11:27:04;00:17
Diagnóstico CPE/HN;506463910;;Pronto;;Avisos;869384;2025-03-28 11:27:04;00:51
Estado do ONT;506463910;43SR01;Pronto;;Informativos;869384;2025-03-28 11:27:04;00:17
Informação de cliente;1701777941;;Pronto;;;ROBOTTECH;2025-03-28 11:27:04;00:00
Estado do ONT;1701777941;44MR01;Pronto;;Informativos;ROBOTTECH;2025-03-28 11:27:04;00:06
Cadastro rede de acesso;506463910;;Pronto;;;869384;2025-03-28 11:27:04;00:00
Diagnóstico ALL;506463910;;Pronto;;Avisos;869384;2025-03-28 11:27:04;00:51
Consulta Produtos e Serviços;289792336;;Pronto;;;ecare;2025-03-28 11:27:04;00:00
Consulta Produtos e Serviços;1704768485;;Pronto;;;FSync4;2025-03-28 11:27:04;00:00
Início de auto configuração ? provisão;1704882591;;Pronto;;;nsom;2025-03-28 11:27:04;00:00
Informação de cliente;1704768485;;Pronto;;;netq;2025-03-28 11:27:03;00:00
Estado do ONT;1704768485;73BZ01;Pronto;;Críticos;FSync4;2025-03-28 11:27:03;00:03
Informação de cliente;1704539602;;Pronto;;;netq;2025-03-28 11:27:03;00:00
Estado do ONT;289792336;89OH01;Pronto;;Críticos;ecare;2025-03-28 11:27:03;00:04
Diagnóstico STB;224114628;;Falha de sistema externo;;Avisos;ivr;2025-03-28 11:27:03;00:41
Diagnóstico STB;224114628;;Pronto;;Avisos;ivr;2025-03-28 11:27:03;00:04
DMZ Host;224114628;;Pronto;;;ivr;2025-03-28 11:27:03;00:02
Topologia da rede de acesso (cobre);1506628386;;Pronto;;;netq;2025-03-28 11:27:03;00:00
Estado da Linha;243991407;43RR02;Pronto;;Críticos;969939513;2025-03-28 11:27:03;00:26
Consulta Devices;224114628;;Pronto;;;ivr;2025-03-28 11:27:03;00:00
Diagnóstico global STB;224114628;;Pronto;;Avisos;ivr;2025-03-28 11:27:03;00:41
Regime de Propriedade;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:03;00:00
Reset ao ONT;1703804109;;Em progresso;;;FSync3;2025-03-28 11:27:02;
Alarmes Ativos;506463910;;Pronto;;;869384;2025-03-28 11:27:02;00:01
Avarias comuns;506463910;;Pronto;;;869384;2025-03-28 11:27:02;00:01
Regime de Propriedade;224114628;;Pronto;;;ivr;2025-03-28 11:27:02;00:00
Consulta Produtos e Serviços;258741365;;Pronto;;;XRSDQ18;2025-03-28 11:27:02;00:00
Topologia da rede de acesso (fibra);1703848808;;Pronto;;;XRSDQ18;2025-03-28 11:27:02;00:00
Informação física e lógica;1703848808;;Pronto;;;XRSDQ18;2025-03-28 11:27:02;00:01
Informação de cadastro;258741365;;Pronto;;;XRSDQ18;2025-03-28 11:27:02;00:01
Regime de Propriedade;224114628;;Pronto;;;ivr;2025-03-28 11:27:02;00:00
Consulta de informação no SR NAT;224114628;;Pronto;;;ivr;2025-03-28 11:27:02;00:01
Obter dados de conta;224114628;;Pronto;;;ivr;2025-03-28 11:27:02;00:01
Obter Fast Zapping;224114628;;Pronto;;;ivr;2025-03-28 11:27:02;00:01
Consulta Produtos e Serviços;1504088266;;Pronto;;;ivr;2025-03-28 11:27:02;00:00
Consulta de eventos de RR;224114628;;Pronto;;;ivr;2025-03-28 11:27:02;00:00
Consulta de informação no Radius Rede;224114628;;Pronto;;;ivr;2025-03-28 11:27:02;00:00
Consulta Produtos e Serviços;224114628;;Pronto;;;ivr;2025-03-28 11:27:02;00:00
Diagnóstico HGW;224114628;;Pronto;;;ivr;2025-03-28 11:27:02;00:01
Consulta de informação no SR Cliente;224114628;;Pronto;;;ivr;2025-03-28 11:27:02;00:13
Informação de cliente;1704290183;;Pronto;;;FSync3;2025-03-28 11:27:02;00:02
Condição de portabilidade/mobilidade;224114628;;Pronto;;;ivr;2025-03-28 11:27:02;00:00
Consulta configuração da LR;224114628;;Falha de sistema externo;;;ivr;2025-03-28 11:27:02;00:03
Consulta Produtos e Serviços;1704886140;;Pronto;;;XRSDU51;2025-03-28 11:27:02;00:00
Consulta Devices;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:00
Consulta PIN Compras e alugueres;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:00
Consulta PIN Visualização de canais e conteúdos;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:00
Consulta de quotas;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:00
Consulta PIN adultos;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:00
Dados MediaHub;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:00
Dados Subscrições;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:00
Dados MediaRoom;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:00
Diagnóstico HGW;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:01;00:02
Informação de cliente;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:01;00:00
Histórico Smart Wi-Fi;258751131;;Pronto;;Avisos;XRSDU51;2025-03-28 11:27:01;00:08
Consulta Produtos e Serviços;1504088266;;Pronto;;;ivr;2025-03-28 11:27:01;00:01
DELT;224114628;02VL01;Pronto;;;ivr;2025-03-28 11:27:01;00:15
CVs e Ressincronismos;224114628;02VL01;Pronto;;;ivr;2025-03-28 11:27:01;00:44
Estado da Linha;224114628;02VL01;Pronto;;;ivr;2025-03-28 11:27:01;00:26
Consulta config. da Linha;224114628;02VL01;Pronto;;;ivr;2025-03-28 11:27:01;00:21
Diagnóstico HGW;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:01
Medidas de linha;224114628;02VL01;Pronto;;;ivr;2025-03-28 11:27:01;00:24
Diagnóstico do Par metálico DELT;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:15
Interferentes;224114628;02VL01;Pronto;;;ivr;2025-03-28 11:27:01;00:44
Consulta Produtos e Serviços;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:00
Informação de cliente;1504088266;;Pronto;;;netq;2025-03-28 11:27:01;00:01
Informação de cliente;1504088266;;Pronto;;;netq;2025-03-28 11:27:01;00:01
Regime de Propriedade;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:00
Diagnóstico ADSL;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:44
Gestão de contas TV;224114628;;Pronto;;Avisos;ivr;2025-03-28 11:27:01;00:02
Consulta MPLS;224114628;;Pronto;;Informativos;ivr;2025-03-28 11:27:01;00:14
Consulta condição e facilidades;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:04
Consulta RADIUS;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:02
Diagnóstico CPE/HN;224114628;;Pronto;;Avisos;ivr;2025-03-28 11:27:01;00:49
Consulta de eventos MPLS;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:01
Regime de Propriedade;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:01;00:00
Informação de cliente;1703649417;;Pronto;;;netq;2025-03-28 11:27:01;00:00
Potência Tx/Rx;1703649417;01TE01;Pronto;;;FSync2;2025-03-28 11:27:01;00:05
Diagnóstico ALL;224114628;;Pronto;;Avisos;ivr;2025-03-28 11:27:01;00:49
Informação de cliente;224114628;;Pronto;;;ivr;2025-03-28 11:27:01;00:00
Informação de cliente;284588113;;Pronto;;;XTLTW66;2025-03-28 11:27:01;00:00
Reset ao porto do cliente;284588113;84VN01;Pronto;OK;;XTLTW66;2025-03-28 11:27:01;00:07
Diagnóstico STB;241833247;;Falha de sistema externo;;Críticos;XMPRO41;2025-03-28 11:27:01;00:01
Regime de Propriedade;255511437;;Pronto;;;ivr;2025-03-28 11:27:00;00:00
Consulta Devices;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
DMZ Host;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:02
Diagnóstico Smart Wi-Fi;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:01
Consulta de Controlo Parental;241833247;;Falha de sistema externo;;;XMPRO41;2025-03-28 11:27:00;00:01
Estado IP Framed-Route;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:01
Diagnóstico global STB;241833247;;Pronto;;Críticos;XMPRO41;2025-03-28 11:27:00;00:01
Informação de cliente;1701275866;;Pronto;;;netq;2025-03-28 11:27:00;00:00
Reconfigurar acesso;252615565;;Em progresso;;;ivr;2025-03-28 11:27:00;
Informação de cliente;506463910;;Pronto;;;869384;2025-03-28 11:27:00;00:00
Consulta Produtos e Serviços;1701776875;;Pronto;;;ROBOTTECH;2025-03-28 11:27:00;00:00
Informação de cliente;1701776875;;Pronto;;;ROBOTTECH;2025-03-28 11:27:00;00:00
Consulta Produtos e Serviços;1704051748;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Consulta de informação no SR Cliente;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:13
Consulta Produtos e Serviços;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Consulta de eventos de RR;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Diagnóstico HGW;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:01
Consulta de informação no Radius Rede;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Regime de Propriedade;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Regime de Propriedade;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:00
Consulta Produtos e Serviços;1703674858;;Pronto;;;ivr;2025-03-28 11:27:00;00:00
Consulta de informação no Radius Rede;255511437;;Pronto;;;ivr;2025-03-28 11:27:00;00:00
Diagnóstico HGW;255511437;;Pronto;;;ivr;2025-03-28 11:27:00;00:01
Consulta de informação no SR Cliente;255511437;;Pronto;;;ivr;2025-03-28 11:27:00;00:15
Consulta de eventos de RR;255511437;;Pronto;;;ivr;2025-03-28 11:27:00;00:00
Consulta Produtos e Serviços;255511437;;Pronto;;;ivr;2025-03-28 11:27:00;00:00
Diagnóstico STB;258751131;;Pronto;;Avisos;XRSDU51;2025-03-28 11:27:00;00:02
Diagnóstico STB;258751131;;Falha de sistema externo;;Críticos;XRSDU51;2025-03-28 11:27:00;00:01
Consulta Devices;255511437;;Pronto;;;ivr;2025-03-28 11:27:00;00:00
Estado IP Framed-Route;255511437;;Falha de sistema externo;;;ivr;2025-03-28 11:27:00;00:17
Consulta de Controlo Parental;255511437;;Falha de sistema externo;;;ivr;2025-03-28 11:27:00;00:45
DMZ Host;255511437;;Falha de sistema externo;;;ivr;2025-03-28 11:27:00;00:18
Diagnóstico Smart Wi-Fi;255511437;;Falha de sistema externo;;;ivr;2025-03-28 11:27:00;00:00
Diagnóstico global STB;255511437;;Sem informação de cadastro;;;ivr;2025-03-28 11:27:00;00:00
Estado IP Framed-Route;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:02
Consulta de Controlo Parental;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:05
DMZ Host;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:02
Diagnóstico Smart Wi-Fi;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:05
Consulta Devices;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:00
Diagnóstico global STB;258751131;;Pronto;;Críticos;XRSDU51;2025-03-28 11:27:00;00:02
Consulta Produtos e Serviços;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Consulta Produtos e Serviços;1704886140;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:00
Consulta Produtos e Serviços;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:00
Consulta de eventos de RR;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:00
Consulta de informação no SR Cliente;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:14
Diagnóstico HGW;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:01
Consulta de informação no Radius Rede;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:00
Consulta Produtos e Serviços;1704768485;;Pronto;;;FSync4;2025-03-28 11:27:00;00:00
Regime de Propriedade;255511437;;Pronto;;;ivr;2025-03-28 11:27:00;00:00
Consulta Produtos e Serviços;255511437;;Pronto;;;ivr;2025-03-28 11:27:00;00:00
Alarmes Arquivados 24h;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:01
Alarmes Ativos;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Consulta Produtos e Serviços;1701772652;;Pronto;;;ROBOTTECH;2025-03-28 11:27:00;00:00
Informação de cliente;1701772652;;Pronto;;;ROBOTTECH;2025-03-28 11:27:00;00:00
Regime de Propriedade;258751131;;Pronto;;;XRSDU51;2025-03-28 11:27:00;00:00
Consulta PIN Compras e alugueres;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Dados Subscrições;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Consulta PIN Visualização de canais e conteúdos;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Consulta PIN adultos;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Dados MediaRoom;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Dados MediaHub;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Consulta Devices;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Consulta de quotas;241833247;;Pronto;;;XMPRO41;2025-03-28 11:27:00;00:00
Consulta Produtos e Serviços;1701445685;;Pronto;;;FSync3;2025-03-28 11:27:00;00:00
Informação de cliente;1701776875;;Pronto;;;netq;2025-03-28 11:27:00;00:00
Informação de cliente;1701445685;;Pronto;;;netq;2025-03-28 11:26:59;00:00
Estado do ONT;1701445685;71VM01;Pronto;;Críticos;FSync3;2025-03-28 11:26:59;00:13
Consulta Produtos e Serviços;1704051748;;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:00
Consulta Produtos e Serviços;241833247;;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:00
Diagnóstico HGW;241833247;;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:01
Regime de Propriedade;241833247;;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:00
Gestão de contas TV;241833247;;Pronto;;Avisos;XMPRO41;2025-03-28 11:26:59;00:01
Consulta SIP-AS;241833247;;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:01
Consulta RADIUS;241833247;;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:03
Consulta de eventos MPLS;241833247;;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:01
Potência Tx/Rx;241833247;41AB02;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:12
Erros óticos;241833247;41AB02;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:18
Alarmes ONT últimas 24h;241833247;;Pronto;;Avisos;XMPRO41;2025-03-28 11:26:59;00:01
Consulta MPLS;241833247;;Pronto;;Informativos;XMPRO41;2025-03-28 11:26:59;00:14
Diagnóstico CPE/HN;241833247;;Pronto;;Críticos;XMPRO41;2025-03-28 11:26:59;01:20
Consulta ENUM/DNS;241833247;;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:01
Estado do ONT;241833247;41AB02;Pronto;;Informativos;XMPRO41;2025-03-28 11:26:59;00:15
Estatísticas ETH_LAN;241833247;41AB02;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:16
Consulta HSS;241833247;;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:01
Informação de cliente;1701776875;;Pronto;;;ROBOTTECH;2025-03-28 11:26:59;00:00
Estado do ONT;1701776875;44MR01;Pronto;;Informativos;ROBOTTECH;2025-03-28 11:26:59;00:07
Consulta Produtos e Serviços;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Alarmes Ativos;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Alarmes Arquivados 24h;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Alarmes Ativos;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Alarmes Arquivados 24h;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Cadastro rede de acesso;241833247;;Pronto;;;XMPRO41;2025-03-28 11:26:59;00:00
Consulta Devices;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Consulta de quotas;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Consulta PIN Compras e alugueres;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Consulta PIN Visualização de canais e conteúdos;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Dados MediaRoom;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Consulta PIN adultos;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Dados MediaHub;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Dados Subscrições;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Informação de cliente;1701772652;;Pronto;;;netq;2025-03-28 11:26:59;00:00
Dados MediaRoom;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Consulta PIN Compras e alugueres;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Consulta PIN adultos;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Dados Subscrições;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Consulta Devices;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Consulta de quotas;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Consulta PIN Visualização de canais e conteúdos;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Dados MediaHub;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Diagnóstico ALL;241833247;;Pronto;;Críticos;XMPRO41;2025-03-28 11:26:59;01:21
Informação de cliente;1704768485;;Pronto;;;netq;2025-03-28 11:26:59;00:00
Estado do ONT;1704768485;73BZ01;Pronto;;Críticos;FSync4;2025-03-28 11:26:59;00:05
Consulta Produtos e Serviços;1704886140;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Diagnóstico HGW;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:01
Consulta Produtos e Serviços;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Regime de Propriedade;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:00
Estatísticas ETH_LAN;258751131;58PL01;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:20
Estado do ONT;258751131;58PL01;Pronto;;Informativos;XRSDU51;2025-03-28 11:26:59;00:18
Consulta RADIUS;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:02
Erros óticos;258751131;58PL01;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:19
Alarmes ONT últimas 24h;258751131;;Pronto;;Avisos;XRSDU51;2025-03-28 11:26:59;00:01
Consulta de eventos MPLS;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:02
Consulta HSS;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:01
Potência Tx/Rx;258751131;58PL01;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:14
Consulta SIP-AS;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:01
Diagnóstico CPE/HN;258751131;;Pronto;;Críticos;XRSDU51;2025-03-28 11:26:59;00:52
Gestão de contas TV;258751131;;Pronto;;Avisos;XRSDU51;2025-03-28 11:26:59;00:01
Consulta MPLS;258751131;;Pronto;;Informativos;XRSDU51;2025-03-28 11:26:59;00:15
Consulta ENUM/DNS;258751131;;Pronto;;;XRSDU51;2025-03-28 11:26:59;00:01
Consulta Produtos e Serviços;1703674858;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Diagnóstico HGW;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:01
Informação de cliente;1703674858;;Pronto;;;netq;2025-03-28 11:26:59;00:00
Informação de cliente;1703674858;;Pronto;;;netq;2025-03-28 11:26:59;00:00
Informação de cliente;1703674858;;Pronto;;;netq;2025-03-28 11:26:59;00:00
Informação de cliente;1703674858;;Pronto;;;netq;2025-03-28 11:26:59;00:00
Consulta Produtos e Serviços;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Informação de cliente;1703674858;;Pronto;;;netq;2025-03-28 11:26:59;00:00
Informação de cliente;1703674858;;Pronto;;;netq;2025-03-28 11:26:59;00:00
Regime de Propriedade;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:00
Consulta SIP-AS;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:01
Consulta ENUM/DNS;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:01
Consulta HSS;255511437;;Pronto;;;ivr;2025-03-28 11:26:59;00:01
