Data de fim:;2025-03-28 23:59
Data de início:;2025-03-28 11:25

Número total de resultados da pesquisa:;8494

Operação;Entidade;Área central;Estado;Diagnóstico;Criticidade;Utilizador;Data pedido;Duração
Estado do ONT;1702335353;02LC01;Pronto;;;P053642;2025-03-28 11:25:26;01:22
Estatísticas ETH_LAN;1702335353;02LC01;Pronto;;;P053642;2025-03-28 11:25:26;00:56
Potência Tx/Rx;1702335353;02LC01;Pronto;;;P053642;2025-03-28 11:25:26;01:10
Erros óticos;1702335353;02LC01;Pronto;;;P053642;2025-03-28 11:25:26;00:22
Diagnóstico ALL;1702335353;;Pronto;;Críticos;P053642;2025-03-28 11:25:26;01:22
Informação de cliente;1701176456;;Pronto;;;ROBOTTECH;2025-03-28 11:25:26;00:00
Consulta Produtos e Serviços;1701176456;;Falha de acesso ao cadastro;;;ROBOTTECH;2025-03-28 11:25:26;00:00
Consulta Produtos e Serviços;1704895853;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:26;00:00
Diagnóstico HGW;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:01
Informação de cliente;1704895853;;Pronto;;;netq;2025-03-28 11:25:26;00:00
Informação de cliente;1704895853;;Pronto;;;netq;2025-03-28 11:25:26;00:00
Regime de Propriedade;1704895853;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:26;00:00
Informação de cliente;1704895853;;Pronto;;;netq;2025-03-28 11:25:26;00:00
Informação de cliente;1704895853;;Pronto;;;netq;2025-03-28 11:25:26;00:00
Informação de cliente;1704895853;;Pronto;;;netq;2025-03-28 11:25:26;00:00
Consulta Produtos e Serviços;1704895853;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:26;00:00
Informação de cliente;1704895853;;Pronto;;;netq;2025-03-28 11:25:26;00:00
Consulta ENUM/DNS;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Consulta MPLS;1704895853;;Pronto;;Informativos;NSM;2025-03-28 11:25:26;00:15
Consulta de eventos MPLS;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Consulta SIP-AS;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:01
Estatísticas ETH_LAN;1704895853;66MR01;Pronto;;;NSM;2025-03-28 11:25:26;00:15
Potência Tx/Rx;1704895853;66MR01;Pronto;;;NSM;2025-03-28 11:25:26;00:09
Estado do ONT;1704895853;66MR01;Pronto;;Avisos;NSM;2025-03-28 11:25:26;00:10
Consulta RADIUS;1704895853;;Pronto;;Avisos;NSM;2025-03-28 11:25:26;00:01
Consulta HSS;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Gestão de contas TV;1704895853;;Pronto;;Informativos;NSM;2025-03-28 11:25:26;00:00
Erros óticos;1704895853;66MR01;Pronto;;;NSM;2025-03-28 11:25:26;00:16
Alarmes ONT últimas 24h;1704895853;;Pronto;;Avisos;NSM;2025-03-28 11:25:26;00:01
Diagnóstico CPE/HN;1704895853;;Pronto;;Críticos;NSM;2025-03-28 11:25:26;02:48
Consulta Produtos e Serviços;1704172208;;Pronto;;;ecare;2025-03-28 11:25:26;00:00
Diagnóstico HGW;224806297;;Pronto;;;ecare;2025-03-28 11:25:26;00:01
Validar/ativar estado admin Wi-Fi;224806297;;Pronto;OK;;ecare;2025-03-28 11:25:26;00:39
Estado ONT por PON;;;Pronto;;;FSync1;2025-03-28 11:25:26;00:06
Cadastro rede de acesso;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Estado ONT por PON;;;Pronto;;;FSync4;2025-03-28 11:25:25;00:02
Informação de cliente;1701176456;;Pronto;;;netq;2025-03-28 11:25:25;00:00
Consulta informação de HOST;249302263;;Pronto;;Avisos;P045864;2025-03-28 11:25:25;00:01
Estado do ONT;1701176456;01LX04;Pronto;;;ROBOTTECH;2025-03-28 11:25:25;00:10
Informação de cliente;1701176456;;Pronto;;;ROBOTTECH;2025-03-28 11:25:25;00:01
Informação de cliente;1704895853;;Pronto;;;NSM;2025-03-28 11:25:24;00:01
Diagnóstico ALL;1704895853;;Pronto;;Críticos;NSM;2025-03-28 11:25:24;02:50
Consulta Produtos e Serviços;256601271;;Falha de acesso ao cadastro;;;FSync1;2025-03-28 11:25:24;00:00
Informação física e lógica;1704896648;;Pronto;;;FSync1;2025-03-28 11:25:24;00:01
Topologia da rede de acesso (fibra);1704896648;;Pronto;;;FSync1;2025-03-28 11:25:24;00:01
Informação de cadastro;256601271;;Pronto;;;FSync1;2025-03-28 11:25:24;00:01
Regime de Propriedade;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:24;00:00
Diagnóstico STB;220810867;;Pronto;;Avisos;XRSTO27;2025-03-28 11:25:24;00:03
DMZ Host;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:24;00:01
Consulta Devices;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:24;00:00
Diagnóstico global STB;220810867;;Pronto;;Avisos;XRSTO27;2025-03-28 11:25:24;00:03
Consulta Produtos e Serviços;1700830853;;Pronto;;;XRSTO27;2025-03-28 11:25:24;00:00
Consulta Produtos e Serviços;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:24;00:00
Consulta de informação no Radius Rede;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:24;00:00
Consulta de informação no SR Cliente;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:24;00:20
Diagnóstico HGW;220810867;;Pronto;;Avisos;XRSTO27;2025-03-28 11:25:24;00:01
Consulta de eventos de RR;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:24;00:00
Regime de Propriedade;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:24;00:00
Consulta Produtos e Serviços;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:24;00:00
Consulta de quotas;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Consulta PIN adultos;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Consulta PIN Visualização de canais e conteúdos;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Dados MediaRoom;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Consulta PIN Compras e alugueres;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Consulta Devices;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Dados MediaHub;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Dados Subscrições;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Alarmes Ativos;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Alarmes Arquivados 24h;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Consulta Produtos e Serviços;1700830853;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Diagnóstico HGW;220810867;;Pronto;;Avisos;XRSTO27;2025-03-28 11:25:23;00:01
Consulta Produtos e Serviços;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Regime de Propriedade;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Erros óticos;220810867;02SO01;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:17
Potência Tx/Rx;220810867;02SO01;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:34
Estatísticas ETH_LAN;220810867;02SO01;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:29
Consulta HSS;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Consulta RADIUS;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:01
Consulta de eventos MPLS;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:01
Estado do ONT;220810867;02SO01;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:39
Gestão de contas TV;220810867;;Pronto;;Avisos;XRSTO27;2025-03-28 11:25:23;00:01
Alarmes ONT últimas 24h;220810867;;Pronto;;Críticos;XRSTO27;2025-03-28 11:25:23;00:00
Consulta ENUM/DNS;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Consulta SIP-AS;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Consulta MPLS;220810867;;Pronto;;Informativos;XRSTO27;2025-03-28 11:25:23;00:21
Diagnóstico CPE/HN;220810867;;Pronto;;Críticos;XRSTO27;2025-03-28 11:25:23;02:00
Diagnóstico Smart Wi-Fi;239569139;;Pronto;;;XRSDV84;2025-03-28 11:25:23;00:03
Consulta de Controlo Parental;239569139;;Falha de sistema externo;;;XRSDV84;2025-03-28 11:25:23;00:02
Diagnóstico Wi-Fi;239569139;;Pronto;;Informativos;XRSDV84;2025-03-28 11:25:23;01:27
Informação de cliente;1701750126;;Pronto;;;netq;2025-03-28 11:25:23;00:00
Potência Tx/Rx;1701750126;56SG01;Pronto;;;FSync3;2025-03-28 11:25:23;00:11
Consulta Produtos e Serviços;1700927007;;Pronto;;;FSync3;2025-03-28 11:25:23;00:00
Cadastro rede de acesso;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:23;00:00
Diagnóstico ALL;220810867;;Pronto;;Críticos;XRSTO27;2025-03-28 11:25:23;02:00
Informação de cliente;1700927007;;Pronto;;;netq;2025-03-28 11:25:22;00:00
Estado do ONT;1700927007;71VM01;Pronto;;Críticos;FSync3;2025-03-28 11:25:22;00:13
Registar ONT;1704855536;56OV01;Pronto;OK;;FSync1;2025-03-28 11:25:22;00:05
Informação de cliente;256601271;;Pronto;;;FSync1;2025-03-28 11:25:22;00:01
Consulta Produtos e Serviços;1701159033;;Falha de acesso ao cadastro;;;ROBOTTECH;2025-03-28 11:25:22;00:00
Informação de cliente;1701159033;;Pronto;;;ROBOTTECH;2025-03-28 11:25:22;00:00
Informação de cliente;1701159033;;Pronto;;;netq;2025-03-28 11:25:21;00:00
Diagnóstico do Par metálico SELT;1505056007;55MB03;Pronto;;Críticos;P054579;2025-03-28 11:25:21;00:22
Informação de cliente;1701159033;;Pronto;;;ROBOTTECH;2025-03-28 11:25:20;00:01
Estado do ONT;1701159033;61TD01;Pronto;;Críticos;ROBOTTECH;2025-03-28 11:25:20;00:04
Consulta Produtos e Serviços;1701121882;;Pronto;;;ROBOTTECH;2025-03-28 11:25:20;00:00
Informação de cliente;1701121882;;Pronto;;;ROBOTTECH;2025-03-28 11:25:20;00:00
Alarmes Ativos;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:20;00:01
Avarias comuns;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:20;00:01
Regime de Propriedade;1704895974;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:20;00:00
Diagnóstico Smart Wi-Fi;258333311;;Falha de sistema externo;;;ecare;2025-03-28 11:25:20;00:00
Consulta de Controlo Parental;258333311;;Pronto;;;ecare;2025-03-28 11:25:20;00:03
Diagnóstico Wi-Fi;258333311;;Pronto;;Informativos;ecare;2025-03-28 11:25:20;00:21
Regime de Propriedade;1704895974;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:20;00:00
Regime de Propriedade;1704895974;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:20;00:00
Regime de Propriedade;258333311;;Pronto;;;ecare;2025-03-28 11:25:20;00:00
Consulta Produtos e Serviços;1701750126;;Pronto;;;FSync3;2025-03-28 11:25:20;00:00
Consulta Produtos e Serviços;1702721761;;Pronto;;;XMANG13;2025-03-28 11:25:20;00:00
Consulta Produtos e Serviços;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:20;00:00
Consulta de eventos de RR;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:20;00:00
Consulta de informação no Radius Rede;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:20;00:00
Diagnóstico HGW;253257020;;Falha de sistema externo;;;XMANG13;2025-03-28 11:25:20;00:02
Consulta de informação no SR Cliente;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:20;00:01
Informação de cliente;1701121882;;Pronto;;;netq;2025-03-28 11:25:20;00:00
Estado do ONT;1701121882;01LX04;Pronto;;;ROBOTTECH;2025-03-28 11:25:19;00:27
Informação de cliente;1701121882;;Pronto;;;ROBOTTECH;2025-03-28 11:25:19;00:00
Consulta Produtos e Serviços;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Consulta Produtos e Serviços;1701101418;;Pronto;;;ROBOTTECH;2025-03-28 11:25:19;00:00
Informação de cliente;1701101418;;Pronto;;;ROBOTTECH;2025-03-28 11:25:19;00:00
Consulta Produtos e Serviços;1704895974;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:19;00:00
Consulta Produtos e Serviços;1704895974;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:19;00:00
Consulta Produtos e Serviços;1704895974;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:19;00:00
Diagnóstico HGW;1704895974;;Pronto;;;NSM;2025-03-28 11:25:19;00:01
Diagnóstico HGW;1704895974;;Pronto;;;NSM;2025-03-28 11:25:19;00:01
Diagnóstico HGW;1704895974;;Pronto;;;NSM;2025-03-28 11:25:19;00:01
Consulta de Controlo Parental;1704895974;;Falha de sistema externo;;;NSM;2025-03-28 11:25:19;00:03
Diagnóstico Smart Wi-Fi;1704895974;;Pronto;;;NSM;2025-03-28 11:25:19;00:04
Estado IP Framed-Route;1704895974;;Pronto;;;NSM;2025-03-28 11:25:19;00:05
Obter dados de conta;1704895974;;Pronto;;;NSM;2025-03-28 11:25:19;00:00
Consulta Produtos e Serviços;1701079690;;Pronto;;;ecare;2025-03-28 11:25:19;00:00
Diagnóstico HGW;258333311;;Pronto;;;ecare;2025-03-28 11:25:19;00:01
Validar/ativar estado admin Wi-Fi;258333311;;Pronto;OK;;ecare;2025-03-28 11:25:19;00:22
Consulta PIN Visualização de canais e conteúdos;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Consulta PIN Compras e alugueres;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Consulta de quotas;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Consulta PIN adultos;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Consulta Devices;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Dados MediaHub;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Dados Subscrições;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Dados MediaRoom;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Regime de Propriedade;1704895974;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:19;00:00
Teste de medidas elétricas;244441417;44MA01;Pronto;;Informativos;CPL;2025-03-28 11:25:19;00:54
Alarmes Arquivados 24h;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Alarmes Ativos;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Consulta Produtos e Serviços;1702721761;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Diagnóstico HGW;253257020;;Falha de sistema externo;;;XMANG13;2025-03-28 11:25:19;00:01
Consulta Produtos e Serviços;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Regime de Propriedade;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Consulta de eventos MPLS;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:01
Consulta HSS;253257020;;Pronto;;Críticos;XMANG13;2025-03-28 11:25:19;00:00
Potência Tx/Rx;253257020;53BG01;Pronto;;;XMANG13;2025-03-28 11:25:19;00:13
Estado do ONT;253257020;53BG01;Pronto;;Críticos;XMANG13;2025-03-28 11:25:19;00:14
Consulta ENUM/DNS;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Consulta MPLS;253257020;;Pronto;;Avisos;XMANG13;2025-03-28 11:25:19;00:03
Erros óticos;253257020;53BG01;Pronto;;;XMANG13;2025-03-28 11:25:19;00:19
Gestão de contas TV;253257020;;Pronto;;Avisos;XMANG13;2025-03-28 11:25:19;00:01
Consulta SIP-AS;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:01
Consulta RADIUS;253257020;;Pronto;;Avisos;XMANG13;2025-03-28 11:25:19;00:04
Diagnóstico CPE/HN;253257020;;Sem informação;;;XMANG13;2025-03-28 11:25:19;00:01
Estatísticas ETH_LAN;253257020;53BG01;Pronto;;;XMANG13;2025-03-28 11:25:19;00:20
Alarmes ONT últimas 24h;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:19;00:00
Informação de cliente;1701750126;;Pronto;;;netq;2025-03-28 11:25:19;00:00
Estado do ONT;1701750126;56SG01;Pronto;;Críticos;FSync3;2025-03-28 11:25:19;00:04
Consulta Produtos e Serviços;1704893589;;Falha de acesso ao cadastro;;;XMPLD18;2025-03-28 11:25:19;00:00
Informação de cliente;1701101418;;Pronto;;;netq;2025-03-28 11:25:18;00:00
Cadastro rede de acesso;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:18;00:00
Diagnóstico ALL;253257020;;Pronto;;Críticos;XMANG13;2025-03-28 11:25:18;00:20
Alarmes Arquivados 24h;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Alarmes Ativos;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Consulta Devices;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Consulta de quotas;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Consulta PIN Visualização de canais e conteúdos;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Consulta PIN adultos;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Consulta PIN Compras e alugueres;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Consulta IP fixo;1704893589;;Sem informação de cadastro;;;XMPLD18;2025-03-28 11:25:18;00:00
Dados MediaHub;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Dados Subscrições;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Dados MediaRoom;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Informação de cliente;220810867;;Pronto;;;XRSTO27;2025-03-28 11:25:18;00:00
Consulta Produtos e Serviços;1704895974;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:18;00:00
Diagnóstico HGW;1704895974;;Pronto;;;NSM;2025-03-28 11:25:18;00:01
Consulta Produtos e Serviços;1704893589;;Falha de acesso ao cadastro;;;XMPLD18;2025-03-28 11:25:18;00:00
Consulta Produtos e Serviços;1704893589;;Falha de acesso ao cadastro;;;XMPLD18;2025-03-28 11:25:18;00:00
Consulta de eventos de RR;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:01
Diagnóstico HGW;1704893589;;Falha de sistema externo;;;XMPLD18;2025-03-28 11:25:18;00:02
Consulta de informação no Radius Rede;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Consulta de informação no SR Cliente;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:01
Consulta Produtos e Serviços;1704893589;;Falha de acesso ao cadastro;;;XMPLD18;2025-03-28 11:25:18;00:00
Informação ONT por PON;218121074;01LX14;Pronto;;;P053113;2025-03-28 11:25:18;00:01
Diagnóstico HGW;1704893589;;Falha de sistema externo;;;XMPLD18;2025-03-28 11:25:18;00:01
Estado ONT por PON;218121074;01LX14;Pronto;;;P053113;2025-03-28 11:25:18;00:16
Consulta Produtos e Serviços;1704893589;;Falha de acesso ao cadastro;;;XMPLD18;2025-03-28 11:25:18;00:00
Regime de Propriedade;1704893589;;Falha de acesso ao cadastro;;;XMPLD18;2025-03-28 11:25:18;00:00
Gestão de contas TV;1704893589;;Pronto;;Informativos;XMPLD18;2025-03-28 11:25:18;00:00
Erros óticos;1704893589;52VS01;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:17
Potência Tx/Rx;1704893589;52VS01;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:15
Consulta RADIUS;1704893589;;Pronto;;Avisos;XMPLD18;2025-03-28 11:25:18;00:03
Consulta ENUM/DNS;1704893589;;Pronto;;Críticos;XMPLD18;2025-03-28 11:25:18;00:00
Consulta de eventos MPLS;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:01
Consulta MPLS;1704893589;;Pronto;;Avisos;XMPLD18;2025-03-28 11:25:18;00:02
Estado do ONT;1704893589;52VS01;Pronto;;Informativos;XMPLD18;2025-03-28 11:25:18;00:19
Diagnóstico CPE/HN;1704893589;;Sem informação;;;XMPLD18;2025-03-28 11:25:18;00:01
Estatísticas ETH_LAN;1704893589;52VS01;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:15
Consulta HSS;1704893589;;Pronto;;Críticos;XMPLD18;2025-03-28 11:25:18;00:00
Alarmes ONT últimas 24h;1704893589;;Pronto;;Avisos;XMPLD18;2025-03-28 11:25:18;00:01
Consulta SIP-AS;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Consulta Produtos e Serviços;1701074643;;Falha de acesso ao cadastro;;;ROBOTTECH;2025-03-28 11:25:18;00:00
Informação de cliente;1701074643;;Pronto;;;ROBOTTECH;2025-03-28 11:25:18;00:00
Cadastro rede de acesso;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:18;00:00
Diagnóstico ALL;1704893589;;Pronto;;Críticos;XMPLD18;2025-03-28 11:25:18;00:19
Regime de Propriedade;223711379;;Pronto;;;ecare;2025-03-28 11:25:18;00:00
Verificar conf. serviço;1704892308;01MH01;Pronto;;;XIPSA04;2025-03-28 11:25:18;00:44
Consulta Produtos e Serviços;1703774580;;Pronto;;;ecare;2025-03-28 11:25:17;00:00
Consulta de informação no SR Cliente;223711379;;Pronto;;;ecare;2025-03-28 11:25:17;00:13
Consulta de informação no Radius Rede;223711379;;Pronto;;;ecare;2025-03-28 11:25:17;00:00
Consulta Produtos e Serviços;223711379;;Pronto;;;ecare;2025-03-28 11:25:17;00:00
Diagnóstico HGW;223711379;;Pronto;;;ecare;2025-03-28 11:25:17;00:01
Alarmes Ativos;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:17;00:01
Avarias comuns;253257020;;Pronto;;;XMANG13;2025-03-28 11:25:17;00:01
Informação de cliente;1701074643;;Pronto;;;netq;2025-03-28 11:25:17;00:00
Teste de medidas elétricas;243617184;43CH01;Pronto;;Informativos;ROBOTTECH;2025-03-28 11:25:17;01:32
Estado do ONT;1701101418;01LX04;Pronto;;Informativos;ROBOTTECH;2025-03-28 11:25:17;00:12
Informação de cliente;1701101418;;Pronto;;;ROBOTTECH;2025-03-28 11:25:17;00:01
Consulta Produtos e Serviços;1703997059;;Pronto;;;FSync2;2025-03-28 11:25:17;00:00
Regime de Propriedade;1704877747;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:17;00:00
Consulta Produtos e Serviços;1704877747;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:17;00:00
Consulta Produtos e Serviços;282381189;;Pronto;;;ecare;2025-03-28 11:25:17;00:00
Informação de cliente;1704759400;;Pronto;;;netq;2025-03-28 11:25:17;00:00
Erros óticos;1704759400;62PI01;Pronto;;;FSync2;2025-03-28 11:25:17;00:14
Diagnóstico LAN;1704895974;;Pronto;;Informativos;NSM;2025-03-28 11:25:16;00:41
Informação de cliente;1704895974;;Pronto;;;NSM;2025-03-28 11:25:16;00:02
Estado do ONT;1701074643;01LX04;Pronto;;Avisos;ROBOTTECH;2025-03-28 11:25:16;00:33
Informação de cliente;1701074643;;Pronto;;;ROBOTTECH;2025-03-28 11:25:16;00:01
Consulta Produtos e Serviços;1704227679;;Pronto;;;cr054111;2025-03-28 11:25:16;00:00
Consulta de eventos de RR;224760360;;Pronto;;;cr054111;2025-03-28 11:25:16;00:00
Diagnóstico HGW;224760360;;Falha de sistema externo;;;cr054111;2025-03-28 11:25:16;00:02
Consulta de informação no Radius Rede;224760360;;Pronto;;;cr054111;2025-03-28 11:25:16;00:00
Consulta de informação no SR Cliente;224760360;;Pronto;;;cr054111;2025-03-28 11:25:16;00:01
Consulta Produtos e Serviços;224760360;;Pronto;;;cr054111;2025-03-28 11:25:16;00:00
Informação de cliente;1703997059;;Pronto;;;netq;2025-03-28 11:25:16;00:00
Diagnóstico STB;1704877747;;Timeout;;;NSM;2025-03-28 11:25:16;01:00
DMZ Host;1704877747;;Falha de sistema externo;;;NSM;2025-03-28 11:25:16;00:01
Consulta de Controlo Parental;1704877747;;Falha de sistema externo;;;NSM;2025-03-28 11:25:16;00:02
Consulta Devices;1704877747;;Pronto;;;NSM;2025-03-28 11:25:16;00:00
Estado IP Framed-Route;1704877747;;Falha de sistema externo;;;NSM;2025-03-28 11:25:16;00:01
Diagnóstico Smart Wi-Fi;1704877747;;Pronto;;;NSM;2025-03-28 11:25:16;00:01
Diagnóstico global STB;1704877747;;Pronto;;;NSM;2025-03-28 11:25:16;01:00
Consulta de eventos de RR;1704877747;;Pronto;;;NSM;2025-03-28 11:25:16;00:00
Regime de Propriedade;292943589;;Pronto;;;ivr;2025-03-28 11:25:16;00:00
Informação de cliente;1704877747;;Pronto;;;netq;2025-03-28 11:25:16;00:00
Consulta IP fixo;1704877747;;Sem informação de cadastro;;;NSM;2025-03-28 11:25:16;00:01
Consulta Produtos e Serviços;1704877747;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:16;00:00
Diagnóstico HGW;1704877747;;Pronto;;;NSM;2025-03-28 11:25:16;00:01
Consulta Produtos e Serviços;1704877747;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:16;00:00
Consulta de informação no SR Cliente;1704877747;;Pronto;;;NSM;2025-03-28 11:25:16;00:14
Consulta de informação no Radius Rede;1704877747;;Pronto;;;NSM;2025-03-28 11:25:16;00:00
Informação de cliente;1703774580;;Pronto;;;netq;2025-03-28 11:25:16;00:00
Consulta MPLS;223711379;;Pronto;;Informativos;ecare;2025-03-28 11:25:16;00:15
